date,direction,entry,exit,points,pnl_gross,pnl_net,outcome,variant,probability,sample_size
2023-11-07 00:00:00-05:00,long,15187.2,15187.2,-0.5,-10.0,-12.5,win,Compressed|Both|Above|Above,85.71,56
2023-11-21 00:00:00-05:00,short,15958.0,15954.7,2.7999999999992724,55.99999999998545,53.49999999998545,win,Compressed|Low|Below|Below,11.54,52
2023-12-27 00:00:00-05:00,long,16930.0,16935.4,4.900000000001455,98.0000000000291,95.5000000000291,win,Compressed|Both|Above|Above,85.71,56
2024-01-02 00:00:00-05:00,short,16694.9,16659.2,35.20000000000073,704.0000000000146,701.5000000000146,win,Compressed|Low|Below|Below,11.54,52
2024-01-03 00:00:00-05:00,short,16459.7,16440.4,18.799999999999272,375.99999999998545,373.49999999998545,win,Compressed|Low|Below|Below,11.54,52
2024-01-04 00:00:00-05:00,short,16303.2,16296.5,6.200000000000728,124.00000000001455,121.50000000001455,win,Normal|Low|Below|Below,9.41,85
2024-01-09 00:00:00-05:00,short,16522.4,16562.4,-40.5,-810.0,-812.5,loss,Compressed|Low|Below|Below,11.54,52
2024-01-30 00:00:00-05:00,short,17565.9,17558.6,6.80000000000291,136.0000000000582,133.5000000000582,win,Normal|Low|Below|Below,9.41,85
2024-02-21 00:00:00-05:00,short,17455.1,17431.7,22.899999999997817,457.99999999995634,455.49999999995634,win,Normal|Low|Below|Below,9.41,85
2024-02-23 00:00:00-05:00,long,18026.3,18035.9,9.100000000002183,182.00000000004366,179.50000000004366,win,Compressed|Both|Above|Above,85.71,56
